Models list | formula                          |       R.sq |           Q.sq |         MAE |   Model_id |
| ('PC3', 'PC4', 'PC10', 'PC15')   | 0.135944   | -inf           | -inf        |       1874 |
| ('PC3', 'PC4', 'PC10', 'PC13')   | 0.18508    | -inf           | -inf        |       1872 |
| ('PC3', 'PC4', 'PC11', 'PC13')   | 0.117599   | -inf           | -inf        |       1881 |
| ('PC3', 'PC4', 'PC10', 'PC12')   | 0.14988    | -inf           | -inf        |       1871 |
| ('PC3', 'PC4', 'PC10', 'PC11')   | 0.137267   | -inf           | -inf        |       1870 |
| ('PC3', 'PC4', 'PC9', 'PC20')    | 0.0738761  | -inf           | -inf        |       1869 |
| ('PC3', 'PC4', 'PC9', 'PC19')    | 0.0850474  | -inf           | -inf        |       1868 |
| ('PC3', 'PC4', 'PC9', 'PC18')    | 0.0935531  | -inf           | -inf        |       1867 |
| ('PC3', 'PC4', 'PC9', 'PC17')    | 0.155468   | -inf           | -inf        |       1866 |
| ('PC3', 'PC4', 'PC11', 'PC12')   | 0.0823995  | -inf           | -inf        |       1880 |
| ('PC3', 'PC4', 'PC11', 'PC14')   | 0.087588   | -inf           | -inf        |       1882 |
| ('PC3', 'PC4', 'PC9', 'PC15')    | 0.0701384  | -inf           | -inf        |       1864 |
| ('PC3', 'PC4', 'PC12', 'PC15')   | 0.0810766  | -inf           | -inf        |       1891 |
| ('PC3', 'PC4', 'PC13', 'PC14')   | 0.135401   | -inf           | -inf        |       1897 |
| ('PC3', 'PC4', 'PC12', 'PC20')   | 0.0848143  | -inf           | -inf        |       1896 |
| ('PC3', 'PC4', 'PC12', 'PC19')   | 0.0959855  | -inf           | -inf        |       1895 |
| ('PC3', 'PC4', 'PC12', 'PC18')   | 0.104491   | -inf           | -inf        |       1894 |
| ('PC3', 'PC4', 'PC12', 'PC17')   | 0.166406   | -inf           | -inf        |       1893 |
| ('PC3', 'PC4', 'PC12', 'PC16')   | 0.0810829  | -inf           | -inf        |       1892 |
| ('PC3', 'PC4', 'PC12', 'PC14')   | 0.100201   | -inf           | -inf        |       1890 |
| ('PC3', 'PC4', 'PC11', 'PC15')   | 0.0684637  | -inf           | -inf        |       1883 |
| ('PC3', 'PC4', 'PC12', 'PC13')   | 0.130212   | -inf           | -inf        |       1889 |
| ('PC3', 'PC4', 'PC11', 'PC20')   | 0.0722014  | -inf           | -inf        |       1888 |
| ('PC3', 'PC4', 'PC11', 'PC19')   | 0.0833726  | -inf           | -inf        |       1887 |
| ('PC3', 'PC4', 'PC11', 'PC18')   | 0.0918784  | -inf           | -inf        |       1886 |
| ('PC3', 'PC4', 'PC11', 'PC17')   | 0.153793   | -inf           | -inf        |       1885 |
| ('PC3', 'PC4', 'PC11', 'PC16')   | 0.06847    | -inf           | -inf        |       1884 |
| ('PC3', 'PC4', 'PC9', 'PC16')    | 0.0701448  | -inf           | -inf        |       1865 |
| ('PC3', 'PC4', 'PC9', 'PC14')    | 0.0892627  | -inf           | -inf        |       1863 |
| ('PC3', 'PC4', 'PC13', 'PC16')   | 0.116283   | -inf           | -inf        |       1899 |
| ('PC3', 'PC4', 'PC7', 'PC11')    | 0.0958671  | -inf           | -inf        |       1837 |
| ('PC3', 'PC4', 'PC7', 'PC17')    | 0.179873   | -inf           | -inf        |       1843 |
| ('PC3', 'PC4', 'PC7', 'PC16')    | 0.0945504  | -inf           | -inf        |       1842 |
| ('PC3', 'PC4', 'PC7', 'PC15')    | 0.0945441  | -inf           | -inf        |       1841 |
| ('PC3', 'PC4', 'PC7', 'PC14')    | 0.113668   | -inf           | -inf        |       1840 |
| ('PC3', 'PC4', 'PC7', 'PC13')    | 0.14368    | -inf           | -inf        |       1839 |
| ('PC3', 'PC4', 'PC7', 'PC12')    | 0.10848    | -inf           | -inf        |       1838 |
| ('PC3', 'PC4', 'PC7', 'PC10')    | 0.163348   | -inf           | -inf        |       1836 |
| ('PC3', 'PC4', 'PC7', 'PC19')    | 0.109453   | -inf           | -inf        |       1845 |
| ('PC3', 'PC4', 'PC7', 'PC9')     | 0.0975418  | -inf           | -inf        |       1835 |
| ('PC3', 'PC4', 'PC7', 'PC8')     | 0.222189   | -inf           | -inf        |       1834 |
| ('PC3', 'PC4', 'PC6', 'PC20')    | 0.101619   | -inf           | -inf        |       1833 |
| ('PC3', 'PC4', 'PC6', 'PC19')    | 0.11279    | -inf           | -inf        |       1832 |
| ('PC3', 'PC4', 'PC6', 'PC18')    | 0.121296   | -inf           | -inf        |       1831 |
| ('PC3', 'PC4', 'PC6', 'PC17')    | 0.183211   | -inf           | -inf        |       1830 |
| ('PC3', 'PC4', 'PC7', 'PC18')    | 0.117959   | -inf           | -inf        |       1844 |
| ('PC3', 'PC4', 'PC7', 'PC20')    | 0.0982818  | -inf           | -inf        |       1846 |
| ('PC3', 'PC4', 'PC9', 'PC13')    | 0.119274   | -inf           | -inf        |       1862 |
| ('PC3', 'PC4', 'PC8', 'PC17')    | 0.280115   | -inf           | -inf        |       1855 |
| ('PC3', 'PC4', 'PC9', 'PC12')    | 0.0840743  | -inf           | -inf        |       1861 |
| ('PC3', 'PC4', 'PC9', 'PC11')    | 0.0714614  | -inf           | -inf        |       1860 |
| ('PC3', 'PC4', 'PC9', 'PC10')    | 0.138942   | -inf           | -inf        |       1859 |
| ('PC3', 'PC4', 'PC8', 'PC20')    | 0.198523   | -inf           | -inf        |       1858 |
| ('PC3', 'PC4', 'PC8', 'PC19')    | 0.209695   | -inf           | -inf        |       1857 |
| ('PC3', 'PC4', 'PC8', 'PC18')    | 0.2182     | -inf           | -inf        |       1856 |
| ('PC3', 'PC4', 'PC8', 'PC16')    | 0.194792   | -inf           | -inf        |       1854 |
| ('PC3', 'PC4', 'PC8', 'PC9')     | 0.197783   | -inf           | -inf        |       1847 |
| ('PC3', 'PC4', 'PC8', 'PC15')    | 0.194786   | -inf           | -inf        |       1853 |
| ('PC3', 'PC4', 'PC8', 'PC14')    | 0.21391    | -inf           | -inf        |       1852 |
| ('PC3', 'PC4', 'PC8', 'PC13')    | 0.243921   | -inf           | -inf        |       1851 |
| ('PC3', 'PC4', 'PC8', 'PC12')    | 0.208722   | -inf           | -inf        |       1850 |
| ('PC3', 'PC4', 'PC8', 'PC11')    | 0.196109   | -inf           | -inf        |       1849 |
| ('PC3', 'PC4', 'PC8', 'PC10')    | 0.263589   | -inf           | -inf        |       1848 |
| ('PC3', 'PC4', 'PC13', 'PC15')   | 0.116276   | -inf           | -inf        |       1898 |
| ('PC3', 'PC4', 'PC13', 'PC17')   | 0.201606   | -inf           | -inf        |       1900 |
| ('PC2', 'PC10', 'PC15', 'PC20')  | 0.232878   | -inf           | -inf        |       1686 |
| ('PC3', 'PC5', 'PC7', 'PC14')    | 0.0598794  | -inf           | -inf        |       1945 |
| ('PC3', 'PC5', 'PC7', 'PC20')    | 0.0444928  | -inf           | -inf        |       1951 |
| ('PC3', 'PC5', 'PC7', 'PC19')    | 0.0556641  | -inf           | -inf        |       1950 |
| ('PC3', 'PC5', 'PC7', 'PC18')    | 0.0641698  | -inf           | -inf        |       1949 |
| ('PC3', 'PC5', 'PC7', 'PC17')    | 0.126084   | -inf           | -inf        |       1948 |
| ('PC3', 'PC5', 'PC7', 'PC16')    | 0.0407615  | -inf           | -inf        |       1947 |
| ('PC3', 'PC5', 'PC7', 'PC15')    | 0.0407551  | -inf           | -inf        |       1946 |
| ('PC3', 'PC5', 'PC7', 'PC13')    | 0.0898908  | -inf           | -inf        |       1944 |
| ('PC3', 'PC5', 'PC8', 'PC10')    | 0.2098     | -inf           | -inf        |       1953 |
| ('PC3', 'PC5', 'PC7', 'PC12')    | 0.054691   | -inf           | -inf        |       1943 |
| ('PC3', 'PC5', 'PC7', 'PC11')    | 0.0420781  | -inf           | -inf        |       1942 |
| ('PC3', 'PC5', 'PC7', 'PC10')    | 0.109559   | -inf           | -inf        |       1941 |
| ('PC3', 'PC5', 'PC7', 'PC9')     | 0.0437528  | -inf           | -inf        |       1940 |
| ('PC3', 'PC5', 'PC7', 'PC8')     | 0.1684     | -inf           | -inf        |       1939 |
| ('PC3', 'PC5', 'PC6', 'PC20')    | 0.0478301  | -inf           | -inf        |       1938 |
| ('PC3', 'PC5', 'PC8', 'PC9')     | 0.143994   | -inf           | -inf        |       1952 |
| ('PC3', 'PC5', 'PC8', 'PC11')    | 0.14232    | -inf           | -inf        |       1954 |
| ('PC3', 'PC5', 'PC6', 'PC18')    | 0.0675071  | -inf           | -inf        |       1936 |
| ('PC3', 'PC5', 'PC8', 'PC20')    | 0.144734   | -inf           | -inf        |       1963 |
| ('PC3', 'PC5', 'PC9', 'PC15')    | 0.0163494  | -inf           | -inf        |       1969 |
| ('PC3', 'PC5', 'PC9', 'PC14')    | 0.0354738  | -inf           | -inf        |       1968 |
| ('PC3', 'PC5', 'PC9', 'PC13')    | 0.0654851  | -inf           | -inf        |       1967 |
| ('PC3', 'PC5', 'PC9', 'PC12')    | 0.0302853  | -inf           | -inf        |       1966 |
| ('PC3', 'PC5', 'PC9', 'PC11')    | 0.0176724  | -inf           | -inf        |       1965 |
| ('PC3', 'PC5', 'PC9', 'PC10')    | 0.0851529  | -inf           | -inf        |       1964 |
| ('PC3', 'PC5', 'PC8', 'PC19')    | 0.155906   | -inf           | -inf        |       1962 |
| ('PC3', 'PC5', 'PC8', 'PC12')    | 0.154933   | -inf           | -inf        |       1955 |
| ('PC3', 'PC5', 'PC8', 'PC18')    | 0.164411   | -inf           | -inf        |       1961 |
| ('PC3', 'PC5', 'PC8', 'PC17')    | 0.226326   | -inf           | -inf        |       1960 |
| ('PC3', 'PC5', 'PC8', 'PC16')    | 0.141003   | -inf           | -inf        |       1959 |
| ('PC3', 'PC5', 'PC8', 'PC15')    | 0.140997   | -inf           | -inf        |       1958 |
| ('PC3', 'PC5', 'PC8', 'PC14')    | 0.160121   | -inf           | -inf        |       1957 |
| ('PC3', 'PC5', 'PC8', 'PC13')    | 0.190132   | -inf           | -inf        |       1956 |
| ('PC3', 'PC5', 'PC6', 'PC19')    | 0.0590013  | -inf           | -inf        |       1937 |
| ('PC3', 'PC5', 'PC6', 'PC17')    | 0.129422   | -inf           | -inf        |       1935 |
| ('PC3', 'PC4', 'PC13', 'PC18')   | 0.139691   | -inf           | -inf        |       1901 |
| ('PC3', 'PC4', 'PC14', 'PC20')   | 0.0900027  | -inf           | -inf        |       1909 |
| ('PC3', 'PC4', 'PC16', 'PC17')   | 0.152476   | -inf           | -inf        |       1915 |
| ('PC3', 'PC4', 'PC15', 'PC20')   | 0.0708784  | -inf           | -inf        |       1914 |
| ('PC3', 'PC4', 'PC15', 'PC19')   | 0.0820497  | -inf           | -inf        |       1913 |
| ('PC3', 'PC4', 'PC15', 'PC18')   | 0.0905554  | -inf           | -inf        |       1912 |
| ('PC3', 'PC4', 'PC15', 'PC17')   | 0.15247    | -inf           | -inf        |       1911 |
| ('PC3', 'PC4', 'PC15', 'PC16')   | 0.067147   | -inf           | -inf        |       1910 |
| ('PC3', 'PC4', 'PC14', 'PC19')   | 0.101174   | -inf           | -inf        |       1908 |
| ('PC3', 'PC4', 'PC16', 'PC19')   | 0.082056   | -inf           | -inf        |       1917 |
| ('PC3', 'PC4', 'PC14', 'PC18')   | 0.10968    | -inf           | -inf        |       1907 |
| ('PC3', 'PC4', 'PC14', 'PC17')   | 0.171594   | -inf           | -inf        |       1906 |
| ('PC3', 'PC4', 'PC14', 'PC16')   | 0.0862714  | -inf           | -inf        |       1905 |
| ('PC3', 'PC4', 'PC14', 'PC15')   | 0.086265   | -inf           | -inf        |       1904 |
| ('PC3', 'PC4', 'PC13', 'PC20')   | 0.120014   | -inf           | -inf        |       1903 |
| ('PC3', 'PC4', 'PC13', 'PC19')   | 0.131185   | -inf           | -inf        |       1902 |
| ('PC3', 'PC4', 'PC16', 'PC18')   | 0.0905618  | -inf           | -inf        |       1916 |
| ('PC3', 'PC4', 'PC16', 'PC20')   | 0.0708847  | -inf           | -inf        |       1918 |
| ('PC3', 'PC5', 'PC6', 'PC16')    | 0.0440987  | -inf           | -inf        |       1934 |
| ('PC3', 'PC5', 'PC6', 'PC9')     | 0.0470901  | -inf           | -inf        |       1927 |
| ('PC3', 'PC5', 'PC6', 'PC15')    | 0.0440924  | -inf           | -inf        |       1933 |
| ('PC3', 'PC5', 'PC6', 'PC14')    | 0.0632167  | -inf           | -inf        |       1932 |
| ('PC3', 'PC5', 'PC6', 'PC13')    | 0.093228   | -inf           | -inf        |       1931 |
| ('PC3', 'PC5', 'PC6', 'PC12')    | 0.0580282  | -inf           | -inf        |       1930 |
| ('PC3', 'PC5', 'PC6', 'PC11')    | 0.0454153  | -inf           | -inf        |       1929 |
| ('PC3', 'PC5', 'PC6', 'PC10')    | 0.112896   | -inf           | -inf        |       1928 |
| ('PC3', 'PC5', 'PC6', 'PC8')     | 0.171737   | -inf           | -inf        |       1926 |
| ('PC3', 'PC4', 'PC17', 'PC18')   | 0.175885   | -inf           | -inf        |       1919 |
| ('PC3', 'PC5', 'PC6', 'PC7')     | 0.0714957  | -inf           | -inf        |       1925 |
| ('PC3', 'PC4', 'PC19', 'PC20')   | 0.0857874  | -inf           | -inf        |       1924 |
| ('PC3', 'PC4', 'PC18', 'PC20')   | 0.0942931  | -inf           | -inf        |       1923 |
| ('PC3', 'PC4', 'PC18', 'PC19')   | 0.105464   | -inf           | -inf        |       1922 |
| ('PC3', 'PC4', 'PC17', 'PC20')   | 0.156208   | -inf           | -inf        |       1921 |
| ('PC3', 'PC4', 'PC17', 'PC19')   | 0.167379   | -inf           | -inf        |       1920 |
| ('PC3', 'PC4', 'PC6', 'PC16')    | 0.0978877  | -inf           | -inf        |       1829 |
| ('PC3', 'PC4', 'PC6', 'PC15')    | 0.0978813  | -inf           | -inf        |       1828 |
| ('PC3', 'PC4', 'PC6', 'PC14')    | 0.117006   | -inf           | -inf        |       1827 |
| ('PC2', 'PC12', 'PC13', 'PC16')  | 0.223414   | -inf           | -inf        |       1730 |
| ('PC2', 'PC12', 'PC14', 'PC17')  | 0.278726   | -inf           | -inf        |       1736 |
| ('PC2', 'PC12', 'PC14', 'PC16')  | 0.193403   | -inf           | -inf        |       1735 |
| ('PC2', 'PC12', 'PC14', 'PC15')  | 0.193397   | -inf           | -inf        |       1734 |
| ('PC2', 'PC12', 'PC13', 'PC20')  | 0.227146   | -inf           | -inf        |       1733 |
| ('PC2', 'PC12', 'PC13', 'PC19')  | 0.238317   | -inf           | -inf        |       1732 |
| ('PC2', 'PC12', 'PC13', 'PC18')  | 0.246823   | -inf           | -inf        |       1731 |
| ('PC2', 'PC12', 'PC13', 'PC15')  | 0.223408   | -inf           | -inf        |       1729 |
| ('PC2', 'PC12', 'PC14', 'PC19')  | 0.208306   | -inf           | -inf        |       1738 |
| ('PC2', 'PC12', 'PC13', 'PC14')  | 0.242532   | -inf           | -inf        |       1728 |
| ('PC2', 'PC11', 'PC19', 'PC20')  | 0.180306   | -inf           | -inf        |       1727 |
| ('PC2', 'PC11', 'PC18', 'PC20')  | 0.188812   | -inf           | -inf        |       1726 |
| ('PC2', 'PC11', 'PC18', 'PC19')  | 0.199983   | -inf           | -inf        |       1725 |
| ('PC2', 'PC11', 'PC17', 'PC20')  | 0.250726   | -inf           | -inf        |       1724 |
| ('PC2', 'PC11', 'PC17', 'PC19')  | 0.261898   | -inf           | -inf        |       1723 |
| ('PC2', 'PC12', 'PC14', 'PC18')  | 0.216811   | -inf           | -inf        |       1737 |
| ('PC2', 'PC12', 'PC14', 'PC20')  | 0.197134   | -inf           | -inf        |       1739 |
| ('PC2', 'PC11', 'PC16', 'PC20')  | 0.165403   | -inf           | -inf        |       1721 |
| ('PC2', 'PC12', 'PC16', 'PC20')  | 0.178016   | -inf           | -inf        |       1748 |
| ('PC2', 'PC12', 'PC19', 'PC20')  | 0.192919   | -inf           | -inf        |       1754 |
| ('PC2', 'PC12', 'PC18', 'PC20')  | 0.201425   | -inf           | -inf        |       1753 |
| ('PC2', 'PC12', 'PC18', 'PC19')  | 0.212596   | -inf           | -inf        |       1752 |
| ('PC2', 'PC12', 'PC17', 'PC20')  | 0.263339   | -inf           | -inf        |       1751 |
| ('PC2', 'PC12', 'PC17', 'PC19')  | 0.274511   | -inf           | -inf        |       1750 |
| ('PC2', 'PC12', 'PC17', 'PC18')  | 0.283016   | -inf           | -inf        |       1749 |
| ('PC2', 'PC12', 'PC16', 'PC19')  | 0.189188   | -inf           | -inf        |       1747 |
| ('PC2', 'PC12', 'PC15', 'PC16')  | 0.174279   | -inf           | -inf        |       1740 |
| ('PC2', 'PC12', 'PC16', 'PC18')  | 0.197693   | -inf           | -inf        |       1746 |
| ('PC2', 'PC12', 'PC16', 'PC17')  | 0.259608   | -inf           | -inf        |       1745 |
| ('PC2', 'PC12', 'PC15', 'PC20')  | 0.17801    | -inf           | -inf        |       1744 |
| ('PC2', 'PC12', 'PC15', 'PC19')  | 0.189181   | -inf           | -inf        |       1743 |
| ('PC2', 'PC12', 'PC15', 'PC18')  | 0.197687   | -inf           | -inf        |       1742 |
| ('PC2', 'PC12', 'PC15', 'PC17')  | 0.259602   | -inf           | -inf        |       1741 |
| ('PC2', 'PC11', 'PC17', 'PC18')  | 0.270403   | -inf           | -inf        |       1722 |
| ('PC2', 'PC11', 'PC16', 'PC19')  | 0.176575   | -inf           | -inf        |       1720 |
| ('PC3', 'PC4', 'PC6', 'PC13')    | 0.147017   | -inf           | -inf        |       1826 |
| ('PC2', 'PC11', 'PC12', 'PC14')  | 0.19472    | -inf           | -inf        |       1694 |
| ('PC2', 'PC11', 'PC12', 'PC20')  | 0.179333   | -inf           | -inf        |       1700 |
| ('PC2', 'PC11', 'PC12', 'PC19')  | 0.190504   | -inf           | -inf        |       1699 |
| ('PC2', 'PC11', 'PC12', 'PC18')  | 0.19901    | -inf           | -inf        |       1698 |
| ('PC2', 'PC11', 'PC12', 'PC17')  | 0.260925   | -inf           | -inf        |       1697 |
| ('PC2', 'PC11', 'PC12', 'PC16')  | 0.175602   | -inf           | -inf        |       1696 |
| ('PC2', 'PC11', 'PC12', 'PC15')  | 0.175595   | -inf           | -inf        |       1695 |
| ('PC2', 'PC11', 'PC12', 'PC13')  | 0.224731   | -inf           | -inf        |       1693 |
| ('PC2', 'PC11', 'PC13', 'PC15')  | 0.210795   | -inf           | -inf        |       1702 |
| ('PC2', 'PC10', 'PC19', 'PC20')  | 0.247787   | -inf           | -inf        |       1692 |
| ('PC2', 'PC10', 'PC18', 'PC20')  | 0.256292   | -inf           | -inf        |       1691 |
| ('PC2', 'PC10', 'PC18', 'PC19')  | 0.267464   | -inf           | -inf        |       1690 |
| ('PC2', 'PC10', 'PC16', 'PC20')  | 0.232884   | -inf           | -inf        |       1689 |
| ('PC2', 'PC10', 'PC16', 'PC19')  | 0.244055   | -inf           | -inf        |       1688 |
| ('PC2', 'PC10', 'PC16', 'PC18')  | 0.252561   | -inf           | -inf        |       1687 |
| ('PC2', 'PC11', 'PC13', 'PC14')  | 0.229919   | -inf           | -inf        |       1701 |
| ('PC2', 'PC11', 'PC13', 'PC16')  | 0.210801   | -inf           | -inf        |       1703 |
| ('PC2', 'PC11', 'PC16', 'PC18')  | 0.185081   | -inf           | -inf        |       1719 |
| ('PC2', 'PC11', 'PC14', 'PC20')  | 0.184521   | -inf           | -inf        |       1712 |
| ('PC2', 'PC11', 'PC16', 'PC17')  | 0.246995   | -inf           | -inf        |       1718 |
| ('PC2', 'PC11', 'PC15', 'PC20')  | 0.165397   | -inf           | -inf        |       1717 |
| ('PC2', 'PC11', 'PC15', 'PC19')  | 0.176568   | -inf           | -inf        |       1716 |
| ('PC2', 'PC11', 'PC15', 'PC18')  | 0.185074   | -inf           | -inf        |       1715 |
| ('PC2', 'PC11', 'PC15', 'PC17')  | 0.246989   | -inf           | -inf        |       1714 |
| ('PC2', 'PC11', 'PC15', 'PC16')  | 0.161666   | -inf           | -inf        |       1713 |
| ('PC2', 'PC11', 'PC14', 'PC19')  | 0.195693   | -inf           | -inf        |       1711 |
